ACap1,ACap2,ACap3,BCap1,BCap2,BCap3
Bắc Giang,Huyện Lục Ngạn,Xã Phượng Sơn,BG,HLN,XPS
Bắc Giang,Huyện Lục Ngạn,Xã Cấm Sơn,BG,HLN,XCS
Bắc Giang,Huyện Lục Ngạn,Xã Hộ Đáp,BG,HLN,XHD
Bắc Giang,Huyện Lục Ngạn,Xã Hồng Giang,BG,HLN,XHG
Bắc Giang,Huyện Lục Ngạn,Xã Biển Động,BG,HLN,XBD
Bắc Giang,Huyện Lục Ngạn,Xã Giáp Sơn,BG,HLN,XGS
Bắc Giang,Huyện Lục Ngạn,Xã Tân Lập,BG,HLN,XTL
Bắc Giang,Huyện Lục Ngạn,Xã Đèo Gia,BG,HLN,XDG
Bắc Giang,Huyện Lục Ngạn,Xã Tân Quang,BG,HLN,XTQ
Bắc Giang,Huyện Lục Ngạn,Xã Thanh Hải,BG,HLN,XTH
Bắc Giang,Huyện Lục Ngạn,Xã Phong Minh,BG,HLN,XPM
Bắc Giang,Huyện Lục Ngạn,Xã Kim Sơn,BG,HLN,XKS
Bắc Giang,Huyện Lục Ngạn,Xã Kiên Thành,BG,HLN,XKT
Bắc Giang,Huyện Lục Ngạn,Xã Nam Dương,BG,HLN,XND
Bắc Giang,Huyện Lục Ngạn,Xã Phì Điền,BG,HLN,XPD
Bắc Giang,Huyện Lục Ngạn,Thị trấn Chũ,BG,HLN,TtC
Bắc Giang,Huyện Lục Ngạn,Xã Quý Sơn,BG,HLN,XQS
Bắc Giang,Huyện Lục Ngạn,Xã Mỹ An,BG,HLN,XMA
Bắc Giang,Huyện Lục Ngạn,Xã Tân Sơn,BG,HLN,XTS
Bắc Giang,Huyện Lục Ngạn,Xã Trù Hựu,BG,HLN,XTH
Bắc Giang,Huyện Lục Ngạn,Xã Đồng Cốc,BG,HLN,XDC
Bắc Giang,Huyện Lục Ngạn,Xã Kiên Lao,BG,HLN,XKL
Bắc Giang,Huyện Lục Ngạn,Xã Tân Mộc,BG,HLN,XTM
Bắc Giang,Huyện Lục Ngạn,Xã Tân Hoa,BG,HLN,XTH
Bắc Giang,Huyện Sơn Động,Xã Vân Sơn,BG,HSD,XVS
Bắc Giang,Huyện Sơn Động,Xã Dương Hưu,BG,HSD,XDH
Bắc Giang,Huyện Sơn Động,Thị trấn An Châu,BG,HSD,TtAC
Bắc Giang,Huyện Sơn Động,Xã Lệ Viễn,BG,HSD,XLV
Bắc Giang,Huyện Sơn Động,Xã Yên Định,BG,HSD,XYD
Bắc Giang,Huyện Sơn Động,Xã Thanh Luận,BG,HSD,XTL
Bắc Giang,Huyện Sơn Động,Xã Tuấn Đạo,BG,HSD,XTD
Bắc Giang,Huyện Sơn Động,Xã Hữu Sản,BG,HSD,XHS
Bắc Giang,Huyện Sơn Động,Xã Long Sơn,BG,HSD,XLS
Bắc Giang,Huyện Sơn Động,Xã An Lạc,BG,HSD,XAL
Bắc Giang,Huyện Sơn Động,Xã Cẩm Đàn,BG,HSD,XCD
Bắc Giang,Huyện Sơn Động,Xã An Bá,BG,HSD,XAB
Bắc Giang,Huyện Sơn Động,Xã Giáo Liêm,BG,HSD,XGL
Bắc Giang,Huyện Sơn Động,Thị trấn Tây Yên Tử,BG,HSD,TtTYT
Bắc Giang,Huyện Sơn Động,Xã Phúc Sơn,BG,HSD,XPS
Bắc Giang,Huyện Sơn Động,Xã Đại Sơn,BG,HSD,XDS
Bắc Giang,Huyện Sơn Động,Xã Vĩnh An,BG,HSD,XVA
Bắc Giang,Huyện Tân Yên,Xã Ngọc Thiện,BG,HTY,XNT
Bắc Giang,Huyện Tân Yên,Xã Song Vân,BG,HTY,XSV
Bắc Giang,Huyện Tân Yên,Xã Tân Trung,BG,HTY,XTT
Bắc Giang,Huyện Tân Yên,Xã Liên Chung,BG,HTY,XLC
Bắc Giang,Huyện Tân Yên,Xã Liên Sơn,BG,HTY,XLS
Bắc Giang,Huyện Tân Yên,Xã Quang Tiến,BG,HTY,XQT
Bắc Giang,Huyện Tân Yên,Xã Việt Lập,BG,HTY,XVL
Bắc Giang,Huyện Tân Yên,Xã Cao Xá,BG,HTY,XCX
Bắc Giang,Huyện Tân Yên,Xã An Dương,BG,HTY,XAD
Bắc Giang,Huyện Tân Yên,Xã Ngọc Lý,BG,HTY,XNL
Bắc Giang,Huyện Tân Yên,Xã Phúc Sơn,BG,HTY,XPS
Bắc Giang,Huyện Tân Yên,Xã Việt Ngọc,BG,HTY,XVN
Bắc Giang,Huyện Tân Yên,Thị trấn Cao Thượng,BG,HTY,TtCT
Bắc Giang,Huyện Tân Yên,Xã Lan Giới,BG,HTY,XLG
Bắc Giang,Huyện Tân Yên,Xã Ngọc Vân,BG,HTY,XNV
Bắc Giang,Huyện Tân Yên,Xã Quế Nham,BG,HTY,XQN
Bắc Giang,Huyện Tân Yên,Xã Đại Hóa,BG,HTY,XDH
Bắc Giang,Huyện Tân Yên,Xã Lam Cốt,BG,HTY,XLC
Bắc Giang,Huyện Tân Yên,Xã Ngọc Châu,BG,HTY,XNC
Bắc Giang,Huyện Tân Yên,Thị trấn Nhã Nam,BG,HTY,TtNN
Bắc Giang,Huyện Tân Yên,Xã Phúc Hòa,BG,HTY,XPH
Bắc Giang,Huyện Tân Yên,Xã Hợp Đức,BG,HTY,XHD
Bắc Giang,Huyện Việt Yên,Xã Quang Châu,BG,HVY,XQC
Bắc Giang,Huyện Việt Yên,Thị trấn Nếnh,BG,HVY,TtN
Bắc Giang,Huyện Việt Yên,Xã Trung Sơn,BG,HVY,XTS
Bắc Giang,Huyện Việt Yên,Xã Tăng Tiến,BG,HVY,XTT
Bắc Giang,Huyện Việt Yên,Xã Việt Tiến,BG,HVY,XVT
Bắc Giang,Huyện Việt Yên,Xã Hương Mai,BG,HVY,XHM
Bắc Giang,Huyện Việt Yên,Xã Vân Hà,BG,HVY,XVH
Bắc Giang,Huyện Việt Yên,Xã Hồng Thái,BG,HVY,XHT
Bắc Giang,Huyện Việt Yên,Xã Quảng Minh,BG,HVY,XQM
Bắc Giang,Huyện Việt Yên,Xã Minh Đức,BG,HVY,XMD
Bắc Giang,Huyện Việt Yên,Xã Nghĩa Trung,BG,HVY,XNT
Bắc Giang,Huyện Việt Yên,Xã Tiên Sơn,BG,HVY,XTS
Bắc Giang,Huyện Việt Yên,Xã Ninh Sơn,BG,HVY,XNS
Bắc Giang,Huyện Việt Yên,Xã Vân Trung,BG,HVY,XVT
Bắc Giang,Huyện Việt Yên,Thị trấn Bích Động,BG,HVY,TtBD
Bắc Giang,Huyện Việt Yên,Xã Thượng Lan,BG,HVY,XTL
Bắc Giang,Huyện Việt Yên,Xã Tự Lạn,BG,HVY,XTL
Bắc Giang,Huyện Yên Dũng,Xã Đồng Việt,BG,HYD,XDV
Bắc Giang,Huyện Yên Dũng,Xã Quỳnh Sơn,BG,HYD,XQS
Bắc Giang,Huyện Yên Dũng,Xã Lãng Sơn,BG,HYD,XLS
Bắc Giang,Huyện Yên Dũng,Xã Đồng Phúc,BG,HYD,XDP
Bắc Giang,Huyện Yên Dũng,Xã Tân An,BG,HYD,XTA
Bắc Giang,Huyện Yên Dũng,Xã Tiến Dũng,BG,HYD,XTD
Bắc Giang,Huyện Yên Dũng,Xã Tư Mại,BG,HYD,XTM
Bắc Giang,Huyện Yên Dũng,Xã Tiền Phong,BG,HYD,XTP
Bắc Giang,Huyện Yên Dũng,Xã Yên Lư,BG,HYD,XYL
Bắc Giang,Huyện Yên Dũng,Xã Nội Hoàng,BG,HYD,XNH
Bắc Giang,Huyện Yên Dũng,Xã Đức Giang,BG,HYD,XDG
Bắc Giang,Huyện Yên Dũng,Xã Hương Gián,BG,HYD,XHG
Bắc Giang,Huyện Yên Dũng,Xã Cảnh Thụy,BG,HYD,XCT
Bắc Giang,Huyện Yên Dũng,Xã Tân Liễu,BG,HYD,XTL
Bắc Giang,Huyện Yên Dũng,Xã Xuân Phú,BG,HYD,XXP
Bắc Giang,Huyện Yên Dũng,Xã Lão Hộ,BG,HYD,XLH
Bắc Giang,Huyện Yên Dũng,Xã Trí Yên,BG,HYD,XTY
Bắc Giang,Huyện Yên Dũng,Thị trấn Nham Biền,BG,HYD,TtNB
Bắc Giang,Huyện Yên Thế,Xã Tân Sỏi,BG,HYT,XTS
Bắc Giang,Huyện Yên Thế,Xã Đồng Vương,BG,HYT,XDV
Bắc Giang,Huyện Yên Thế,Xã Tam Tiến,BG,HYT,XTT
Bắc Giang,Huyện Yên Thế,Xã Xuân Lương,BG,HYT,XXL
Bắc Giang,Huyện Yên Thế,Xã Đồng Tâm,BG,HYT,XDT
Bắc Giang,Huyện Yên Thế,Xã Hương Vĩ,BG,HYT,XHV
Bắc Giang,Huyện Yên Thế,Xã An Thượng,BG,HYT,XAT
Bắc Giang,Huyện Yên Thế,Xã Canh Nậu,BG,HYT,XCN
Bắc Giang,Huyện Yên Thế,Xã Tam Hiệp,BG,HYT,XTH
Bắc Giang,Huyện Yên Thế,Xã Tiến Thắng,BG,HYT,XTT
Bắc Giang,Huyện Yên Thế,Xã Tân Hiệp,BG,HYT,XTH
Bắc Giang,Huyện Yên Thế,Xã Đông Sơn,BG,HYT,XDS
Bắc Giang,Huyện Yên Thế,Xã Đồng Hưu,BG,HYT,XDH
Bắc Giang,Huyện Yên Thế,Xã Đồng Lạc,BG,HYT,XDL
Bắc Giang,Huyện Yên Thế,Xã Đồng Tiến,BG,HYT,XDT
Bắc Giang,Huyện Yên Thế,Thị Trấn Bố Hạ,BG,HYT,TTBH
Bắc Giang,Huyện Yên Thế,Xã Hồng Kỳ,BG,HYT,XHK
Bắc Giang,Huyện Yên Thế,Xã Đồng Kỳ,BG,HYT,XDK
Bắc Giang,Huyện Yên Thế,Xã Phồn Xương,BG,HYT,XPX
Bắc Giang,Thành Phố Bắc Giang,Xã Song Khê,BG,TPBG,XSK
Bắc Giang,Thành Phố Bắc Giang,Phường Hoàng Văn Thụ,BG,TPBG,PHVT
Bắc Giang,Thành Phố Bắc Giang,Phường Ngô Quyền,BG,TPBG,PNQ
Bắc Giang,Thành Phố Bắc Giang,Phường Thọ Xương,BG,TPBG,PTX
Bắc Giang,Thành Phố Bắc Giang,Xã Đồng Sơn,BG,TPBG,XDS
Bắc Giang,Thành Phố Bắc Giang,Xã Dĩnh Trì,BG,TPBG,XDT
Bắc Giang,Thành Phố Bắc Giang,Xã Song Mai,BG,TPBG,XSM
Bắc Giang,Thành Phố Bắc Giang,Phường Trần Nguyên Hãn,BG,TPBG,PTNH
Bắc Giang,Thành Phố Bắc Giang,Phường Lê Lợi,BG,TPBG,PLL
Bắc Giang,Thành Phố Bắc Giang,Xã Tân Tiến,BG,TPBG,XTT
Bắc Giang,Thành Phố Bắc Giang,Phường Trần Phú,BG,TPBG,PTP
Bắc Giang,Thành Phố Bắc Giang,Phường Mỹ Độ,BG,TPBG,PMD
Bắc Giang,Thành Phố Bắc Giang,Xã Tân Mỹ,BG,TPBG,XTM
Bắc Giang,Thành Phố Bắc Giang,Phường Xương Giang,BG,TPBG,PXG
Bắc Giang,Thành Phố Bắc Giang,Phường Đa Mai,BG,TPBG,PDM
Bắc Giang,Thành Phố Bắc Giang,Phường Dĩnh Kế,BG,TPBG,PDK
Bắc Kạn,Huyện Pác Nặm,Xã Xuân La,BK,HPN,XXL
Bắc Kạn,Huyện Pác Nặm,Xã Nghiên Loan,BK,HPN,XNL
Bắc Kạn,Huyện Pác Nặm,Xã Nhạn Môn,BK,HPN,XNM
Bắc Kạn,Huyện Pác Nặm,Xã Bộc Bố,BK,HPN,XBB
Bắc Kạn,Huyện Pác Nặm,Xã Giáo Hiệu,BK,HPN,XGH
Bắc Kạn,Huyện Pác Nặm,Xã Bằng Thành,BK,HPN,XBT
Bắc Kạn,Huyện Pác Nặm,Xã Cao Tân,BK,HPN,XCT
Bắc Kạn,Huyện Pác Nặm,Xã Công Bằng,BK,HPN,XCB
Bắc Kạn,Huyện Pác Nặm,Xã An Thắng,BK,HPN,XAT
Bắc Kạn,Huyện Pác Nặm,Xã Cổ Linh,BK,HPN,XCL
Bắc Kạn,Huyện Bạch Thông,Xã Quang Thuận,BK,HBT,XQT
Bắc Kạn,Huyện Bạch Thông,Xã Hà Vị,BK,HBT,XHV
Bắc Kạn,Huyện Bạch Thông,Xã Quân Bình,BK,HBT,XQB
Bắc Kạn,Huyện Bạch Thông,Xã Vi Hương,BK,HBT,XVH
Bắc Kạn,Huyện Bạch Thông,Xã Lục Bình,BK,HBT,XLB
Bắc Kạn,Huyện Bạch Thông,Xã Mỹ Thanh,BK,HBT,XMT
Bắc Kạn,Huyện Bạch Thông,Xã Tú Trĩ,BK,HBT,XTT
Bắc Kạn,Huyện Bạch Thông,Xã Đôn Phong,BK,HBT,XDP
Bắc Kạn,Huyện Bạch Thông,Xã Vũ Muộn,BK,HBT,XVM
Bắc Kạn,Huyện Bạch Thông,Xã Dương Phong,BK,HBT,XDP
Bắc Kạn,Huyện Bạch Thông,Xã Phương Linh,BK,HBT,XPL
Bắc Kạn,Huyện Bạch Thông,Thị trấn Phủ Thông,BK,HBT,TtPT
Bắc Kạn,Huyện Bạch Thông,Xã Cẩm Giàng,BK,HBT,XCG
Bắc Kạn,Huyện Bạch Thông,Xã Tân Tiến,BK,HBT,XTT
Bắc Kạn,Huyện Bạch Thông,Xã Nguyên Phúc,BK,HBT,XNP
Bắc Kạn,Huyện Bạch Thông,Xã Sĩ Bình,BK,HBT,XSB
Bắc Kạn,Huyện Bạch Thông,Xã Cao Sơn,BK,HBT,XCS
Bắc Kạn,Huyện Ba Bể,Xã Địa Linh,BK,HBB,XDL
Bắc Kạn,Huyện Ba Bể,Xã Cao Thượng,BK,HBB,XCT
Bắc Kạn,Huyện Ba Bể,Xã Mỹ Phương,BK,HBB,XMP
Bắc Kạn,Huyện Ba Bể,Xã Yến Dương,BK,HBB,XYD
Bắc Kạn,Huyện Ba Bể,Xã Đồng Phúc,BK,HBB,XDP
Bắc Kạn,Huyện Ba Bể,Xã Bành Trạch,BK,HBB,XBT
Bắc Kạn,Huyện Ba Bể,Thị trấn Chợ Rã,BK,HBB,TtCR
Bắc Kạn,Huyện Ba Bể,Xã Hoàng Trĩ,BK,HBB,XHT
Bắc Kạn,Huyện Ba Bể,Xã Phúc Lộc,BK,HBB,XPL
Bắc Kạn,Huyện Ba Bể,Xã Quảng Khê,BK,HBB,XQK
Bắc Kạn,Huyện Ba Bể,Xã Chu Hương,BK,HBB,XCH
Bắc Kạn,Huyện Ba Bể,Xã Nam Mẫu,BK,HBB,XNM
Bắc Kạn,Huyện Ba Bể,Xã Cao Trĩ,BK,HBB,XCT
Bắc Kạn,Huyện Ba Bể,Xã Khang Ninh,BK,HBB,XKN
Bắc Kạn,Huyện Ba Bể,Xã Thượng Giáo,BK,HBB,XTG
Bắc Kạn,Huyện Ba Bể,Xã Hà Hiệu,BK,HBB,XHH
Bắc Kạn,Huyện Chợ Đồn,Xã Yên Nhuận,BK,HCD,XYN
Bắc Kạn,Huyện Chợ Đồn,Xã Đại Sảo,BK,HCD,XDS
Bắc Kạn,Huyện Chợ Đồn,Xã Bằng Lãng,BK,HCD,XBL
Bắc Kạn,Huyện Chợ Đồn,Thị trấn Bằng Lũng,BK,HCD,TtBL
Bắc Kạn,Huyện Chợ Đồn,Xã Phong Huân,BK,HCD,XPH
Bắc Kạn,Huyện Chợ Đồn,Xã Nghĩa Tá,BK,HCD,XNT
Bắc Kạn,Huyện Chợ Đồn,Xã Bản Thi,BK,HCD,XBT
Bắc Kạn,Huyện Chợ Đồn,Xã Bình Trung,BK,HCD,XBT
Bắc Kạn,Huyện Chợ Đồn,Xã Yên Thịnh,BK,HCD,XYT
Bắc Kạn,Huyện Chợ Đồn,Xã Ngọc Phái,BK,HCD,XNP
Bắc Kạn,Huyện Chợ Đồn,Xã Nam Cường,BK,HCD,XNC
Bắc Kạn,Huyện Chợ Đồn,Xã Đông Viên,BK,HCD,XDV
Bắc Kạn,Huyện Chợ Đồn,Xã Lương Bằng,BK,HCD,XLB
Bắc Kạn,Huyện Chợ Đồn,Xã Xuân Lạc,BK,HCD,XXL
Bắc Kạn,Huyện Chợ Đồn,Xã Bằng Phúc,BK,HCD,XBP
Bắc Kạn,Huyện Chợ Đồn,Xã Đồng Lạc,BK,HCD,XDL
Bắc Kạn,Huyện Chợ Đồn,Xã Rã Bản,BK,HCD,XRB
Bắc Kạn,Huyện Chợ Đồn,Xã Yên Mỹ,BK,HCD,XYM
Bắc Kạn,Huyện Chợ Đồn,Xã Yên Thượng,BK,HCD,XYT
Bắc Kạn,Huyện Chợ Đồn,Xã Phương Viên,BK,HCD,XPV
Bắc Kạn,Huyện Chợ Đồn,Xã Tân Lập,BK,HCD,XTL
Bắc Kạn,Huyện Chợ Đồn,Xã Quảng Bạch,BK,HCD,XQB
Bắc Kạn,Huyện Ngân Sơn,Xã Cốc Đán,BK,HNS,XCD
Bắc Kạn,Huyện Ngân Sơn,Xã Thuần Mang,BK,HNS,XTM
Bắc Kạn,Huyện Ngân Sơn,Thị trấn Nà Phặc,BK,HNS,TtNP
Bắc Kạn,Huyện Ngân Sơn,Xã Thượng Quan,BK,HNS,XTQ
Bắc Kạn,Huyện Ngân Sơn,Xã Bằng Vân,BK,HNS,XBV
Bắc Kạn,Huyện Ngân Sơn,Xã Hương Nê,BK,HNS,XHN
Bắc Kạn,Huyện Ngân Sơn,Xã Vân Tùng,BK,HNS,XVT
Bắc Kạn,Huyện Ngân Sơn,Xã Lãng Ngâm,BK,HNS,XLN
Bắc Kạn,Huyện Ngân Sơn,Xã Thượng Ân,BK,HNS,XTA
Bắc Kạn,Huyện Ngân Sơn,Xã Trung Hòa,BK,HNS,XTH
Bắc Kạn,Huyện Ngân Sơn,Xã Đức Vân,BK,HNS,XDV
Bắc Kạn,Huyện Chợ Mới,Xã Yên Hân,BK,HCM,XYH
Bắc Kạn,Huyện Chợ Mới,Thị trấn Chợ Mới,BK,HCM,TtCM
Bắc Kạn,Huyện Chợ Mới,Xã Mai Lạp,BK,HCM,XML
Bắc Kạn,Huyện Chợ Mới,Xã Như Cố,BK,HCM,XNC
Bắc Kạn,Huyện Chợ Mới,Xã Hòa Mục,BK,HCM,XHM
Bắc Kạn,Huyện Chợ Mới,Xã Yên Đĩnh,BK,HCM,XYD
Bắc Kạn,Huyện Chợ Mới,Xã Bình Văn,BK,HCM,XBV
Bắc Kạn,Huyện Chợ Mới,Xã Tân Sơn,BK,HCM,XTS
Bắc Kạn,Huyện Chợ Mới,Xã Thanh Vận,BK,HCM,XTV
Bắc Kạn,Huyện Chợ Mới,Xã Thanh Mai,BK,HCM,XTM
Bắc Kạn,Huyện Chợ Mới,Xã Quảng Chu,BK,HCM,XQC
Bắc Kạn,Huyện Chợ Mới,Xã Yên Cư,BK,HCM,XYC
Bắc Kạn,Huyện Chợ Mới,Xã Cao Kỳ,BK,HCM,XCK
Bắc Kạn,Huyện Chợ Mới,Xã Nông Hạ,BK,HCM,XNH
Bắc Kạn,Huyện Chợ Mới,Xã Thanh Bình,BK,HCM,XTB
Bắc Kạn,Huyện Chợ Mới,Xã Nông Thịnh,BK,HCM,XNT
Bắc Kạn,Huyện Na Rì,Xã Lương Thượng,BK,HNR,XLT
Bắc Kạn,Huyện Na Rì,Xã Lương Hạ,BK,HNR,XLH
Bắc Kạn,Huyện Na Rì,Thị trấn Yến Lạc,BK,HNR,TtYL
Bắc Kạn,Huyện Na Rì,Xã Cư Lễ,BK,HNR,XCL
Bắc Kạn,Huyện Na Rì,Xã Cường Lợi,BK,HNR,XCL
Bắc Kạn,Huyện Na Rì,Xã Côn Minh,BK,HNR,XCM
Bắc Kạn,Huyện Na Rì,Xã Dương Sơn,BK,HNR,XDS
Bắc Kạn,Huyện Na Rì,Xã Xuân Dương,BK,HNR,XXD
Bắc Kạn,Huyện Na Rì,Xã Quang Phong,BK,HNR,XQP
Bắc Kạn,Huyện Na Rì,Xã Văn Học,BK,HNR,XVH
Bắc Kạn,Huyện Na Rì,Xã Đổng Xá,BK,HNR,XDX
Bắc Kạn,Huyện Na Rì,Xã Hữu Thác,BK,HNR,XHT
Bắc Kạn,Huyện Na Rì,Xã Hảo Nghĩa,BK,HNR,XHN
Bắc Kạn,Huyện Na Rì,Xã Ân Tình,BK,HNR,XAT
Bắc Kạn,Huyện Na Rì,Xã Lương Thành,BK,HNR,XLT
Bắc Kạn,Huyện Na Rì,Xã Liêm Thủy,BK,HNR,XLT
Bắc Kạn,Huyện Na Rì,Xã Kim Lư,BK,HNR,XKL
Bắc Kạn,Huyện Na Rì,Xã Lam Sơn,BK,HNR,XLS
Bắc Kạn,Huyện Na Rì,Xã Kim Hỷ,BK,HNR,XKH
Bắc Kạn,Huyện Na Rì,Xã Văn Minh,BK,HNR,XVM
Bắc Kạn,Huyện Na Rì,Xã Vũ Loan,BK,HNR,XVL
Bắc Kạn,Huyện Na Rì,Xã Lạng San,BK,HNR,XLS
Bắc Kạn,Thành Phố Bắc Kạn,Phường Xuất Hóa,BK,TPBK,PXH
Bắc Kạn,Thành Phố Bắc Kạn,Phường Phùng Chí Kiên,BK,TPBK,PPCK
Bắc Kạn,Thành Phố Bắc Kạn,Xã Nông Thượng,BK,TPBK,XNT
Bắc Kạn,Thành Phố Bắc Kạn,Phường Sông Cầu,BK,TPBK,PSC
Bắc Kạn,Thành Phố Bắc Kạn,Xã Dương Quang,BK,TPBK,XDQ
Bắc Kạn,Thành Phố Bắc Kạn,Phường Nguyễn Thị Minh Khai,BK,TPBK,PNTMK
Bắc Kạn,Thành Phố Bắc Kạn,Phường Đức Xuân,BK,TPBK,PDX
Bắc Kạn,Thành Phố Bắc Kạn,Phường Huyền Tụng,BK,TPBK,PHT
Bắc Kạn,Huyện Na Rì,Xã Trần Phú,BK,HNR,XTP
Bắc Kạn,Huyện Ngân Sơn,Xã Hiệp Lực,BK,HNS,XHL
Bắc Kạn,Huyện Chợ Mới,Xã Thanh Thịnh,BK,HCM,XTT
Bắc Kạn,Huyện Na Rì,Xã Sơn Thành,BK,HNR,XST
Bắc Kạn,Huyện Chợ Mới,Thị trấn Đồng Tâm,BK,HCM,TtDT
Bắc Kạn,Huyện Bạch Thông,Xã Quân Hà,BK,HBT,XQH
Bắc Kạn,Huyện Bạch Thông,Xã Tân Tú,BK,HBT,XTT
Bắc Kạn,Huyện Chợ Đồn,Xã Đồng Thắng,BK,HCD,XDT
Bắc Kạn,Huyện Chợ Đồn,Xã Yên Phong,BK,HCD,XYP
Bắc Kạn,Huyện Na Rì,Xã Văn Vũ,BK,HNR,XVV
Bắc Kạn,Huyện Na Rì,Xã Văn Lang,BK,HNR,XVL
Bạc Liêu,Huyện Đông Hải,Xã Long Điền Tây,BL,HDH,XLDT
Bạc Liêu,Huyện Đông Hải,Xã Định Thành,BL,HDH,XDT
Bạc Liêu,Huyện Đông Hải,Xã Long Điền,BL,HDH,XLD
Bạc Liêu,Huyện Đông Hải,Xã An Phúc,BL,HDH,XAP
Bạc Liêu,Huyện Đông Hải,Xã An Trạch A,BL,HDH,XATA
Bạc Liêu,Huyện Đông Hải,Xã Định Thành A,BL,HDH,XDTA
Bạc Liêu,Huyện Đông Hải,Xã Long Điền Đông A,BL,HDH,XLDDA
Bạc Liêu,Huyện Đông Hải,Xã An Trạch,BL,HDH,XAT
Bạc Liêu,Huyện Đông Hải,Xã Điền Hải,BL,HDH,XDH
Bạc Liêu,Huyện Đông Hải,Thị trấn Gành Hào,BL,HDH,TtGH
Bạc Liêu,Huyện Đông Hải,Xã Long Điền Đông,BL,HDH,XLDD
Bạc Liêu,Huyện Phước Long,Xã Vĩnh Thanh,BL,HPL,XVT
Bạc Liêu,Huyện Phước Long,Xã Vĩnh Phú Tây,BL,HPL,XVPT
Bạc Liêu,Huyện Phước Long,Xã Phong Thạnh Tây A,BL,HPL,XPTTA
Bạc Liêu,Huyện Phước Long,Xã Vĩnh Phú Đông,BL,HPL,XVPD
Bạc Liêu,Huyện Phước Long,Xã Phong Thạnh Tây B,BL,HPL,XPTTB
Bạc Liêu,Huyện Phước Long,Thị trấn Phước Long,BL,HPL,TtPL
Bạc Liêu,Huyện Phước Long,Xã Hưng Phú,BL,HPL,XHP
Bạc Liêu,Huyện Phước Long,Xã Phước Long,BL,HPL,XPL
Bạc Liêu,Huyện Vĩnh Lợi,Xã Châu Thới,BL,HVL,XCT
Bạc Liêu,Huyện Vĩnh Lợi,Xã Vĩnh Hưng,BL,HVL,XVH
Bạc Liêu,Huyện Vĩnh Lợi,Xã Hưng Thành,BL,HVL,XHT
Bạc Liêu,Huyện Vĩnh Lợi,Xã Vĩnh Hưng A,BL,HVL,XVHA
Bạc Liêu,Huyện Vĩnh Lợi,Xã Hưng Hội,BL,HVL,XHH
Bạc Liêu,Huyện Vĩnh Lợi,Thị trấn Châu Hưng,BL,HVL,TtCH
Bạc Liêu,Huyện Vĩnh Lợi,Xã Châu Hưng A,BL,HVL,XCHA
Bạc Liêu,Huyện Vĩnh Lợi,Xã Long Thạnh,BL,HVL,XLT
Bạc Liêu,Huyện Hồng Dân,Thị trấn Ngan Dừa,BL,HHD,TtND
Bạc Liêu,Huyện Hồng Dân,Xã Ninh Quới A,BL,HHD,XNQA
Bạc Liêu,Huyện Hồng Dân,Xã Ninh Thạnh Lợi,BL,HHD,XNTL
Bạc Liêu,Huyện Hồng Dân,Xã Vĩnh Lộc A,BL,HHD,XVLA
Bạc Liêu,Huyện Hồng Dân,Xã Ninh Hòa,BL,HHD,XNH
Bạc Liêu,Huyện Hồng Dân,Xã Ninh Thạnh Lợi A,BL,HHD,XNTLA
Bạc Liêu,Huyện Hồng Dân,Xã Vĩnh Lộc,BL,HHD,XVL
Bạc Liêu,Huyện Hồng Dân,Xã Lộc Ninh,BL,HHD,XLN
Bạc Liêu,Huyện Hồng Dân,Xã Ninh Quới,BL,HHD,XNQ
Bạc Liêu,Thị Xã Giá Rai,Xã Tân Phong,BL,TXGR,XTP
Bạc Liêu,Thị Xã Giá Rai,Xã Phong Thạnh Tây,BL,TXGR,XPTT
Bạc Liêu,Thị Xã Giá Rai,Xã Tân Thạnh,BL,TXGR,XTT
Bạc Liêu,Thị Xã Giá Rai,Xã Phong Thạnh,BL,TXGR,XPT
Bạc Liêu,Thị Xã Giá Rai,Xã Phong Tân,BL,TXGR,XPT
Bạc Liêu,Thị Xã Giá Rai,Phường Láng Tròn,BL,TXGR,PLT
Bạc Liêu,Thị Xã Giá Rai,Phường Hộ Phòng,BL,TXGR,PHP
Bạc Liêu,Thị Xã Giá Rai,Phường 1,BL,TXGR,P1
Bạc Liêu,Thị Xã Giá Rai,Xã Phong Thạnh Đông,BL,TXGR,XPTD
Bạc Liêu,Thị Xã Giá Rai,Xã Phong Thạnh A,BL,TXGR,XPTA
Bạc Liêu,Huyện Hòa Bình,Xã Minh Diệu,BL,HHB,XMD
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Hậu,BL,HHB,XVH
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Bình,BL,HHB,XVB
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Mỹ B,BL,HHB,XVMB
Bạc Liêu,Huyện Hòa Bình,Thị trấn Hoà Bình,BL,HHB,TtHB
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Thịnh,BL,HHB,XVT
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Hậu A,BL,HHB,XVHA
Bạc Liêu,Huyện Hòa Bình,Xã Vĩnh Mỹ A,BL,HHB,XVMA
Bạc Liêu,Thành Phố Bạc Liêu,Phường 2,BL,TPBL,P2
Bạc Liêu,Thành Phố Bạc Liêu,Phường Nhà Mát,BL,TPBL,PNM
